"bg_prop_A" "bg_prop_B" "E_radius_x" "E_radius_y" "E_radius_z" "N_width" "cluster_prop_B" "ring_width_factor" "cluster_x_coord" "variable_parameter"
"29" 0.00951108823064715 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"30" 0.0981573324650526 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"31" 0.0223616933682933 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"32" 0.0845814116531983 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"33" 0.0377314426237717 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"34" 0.0274622358614579 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"35" 0.0597368133952841 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"36" 0.0885318002430722 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"37" 0.0576732406858355 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"38" 0.034207741683349 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"39" 0.0462331355549395 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"40" 0.0902226300910115 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"41" 0.0841152367414907 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"42" 0.00767778400331736 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"43" 0.0219875604147092 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"44" 0.0103700802428648 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"45" 0.0782793368911371 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"46" 0.0544403852894902 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"47" 0.0436402131104842 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"48" 0.0872909780591726 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"49" 0.052046650252305 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"50" 0.00648691360838711 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"51" 0.0242980219656602 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"52" 0.0631458632880822 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"53" 0.0369033398572356 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"54" 0.0590624831616879 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"55" 0.0194893036270514 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"56" 0.0133685099426657 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"57" 0.00918505981098861 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"58" 0.0748944252962247 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"59" 0.073161420179531 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"60" 0.0189507281174883 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"61" 0.0743408414768055 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"62" 0.0911563879577443 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"63" 0.084930180804804 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"64" 0.0449415559414774 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"65" 0.0818186621647328 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"66" 0.00531336418353021 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"67" 0.00466449402738363 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"68" 0.0142636333359405 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"69" 0.0360160039272159 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"70" 0.0671322605805472 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"71" 0.0105811059242114 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"72" 0.0827475154772401 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"73" 0.00949468247126788 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"74" 0.0884232350392267 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"75" 0.0860233884304762 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"76" 0.0297986650373787 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"77" 0.039291836717166 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"78" 0.0723411325598136 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"79" 0.0247368986019865 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"80" 0.0167500924086198 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"81" 0.00904269178863615 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"82" 0.0290380021324381 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"83" 0.0338098941603676 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"84" 0.0504109748639166 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"85" 0.0690851483028382 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"86" 0.0715621412033215 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"87" 0.0348476702347398 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"88" 0.0858058020006865 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"89" 0.0212384509388357 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"90" 0.0927669805008918 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"91" 0.0637853840831667 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"92" 0.00789841068908572 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"93" 0.073453585873358 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"94" 0.0418620293261483 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"95" 0.0757347753504291 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"96" 0.0405953906709328 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"97" 0.0408376942854375 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"98" 0.0277643648674712 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"99" 0.0638070140499622 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"100" 0.0383492635330185 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"101" 0.0979491919046268 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"102" 0.013123562769033 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"103" 0.0620879649883136 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"104" 0.00134406895376742 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"105" 0.0370373170357198 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"106" 0.0577574968803674 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"107" 0.0559667228488252 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"108" 0.0112694814568385 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"109" 0.038611080753617 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"110" 0.0901250979630277 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"111" 0.0745753535768017 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"112" 0.0564225821755827 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"113" 0.00390389931853861 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"114" 0.0612224495969713 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"115" 0.000420590862631798 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"116" 0.0395939714740962 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"117" 0.0504296142840758 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"118" 0.0113070173189044 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"119" 0.0275536528555676 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"120" 0.0809911288553849 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"121" 0.0425343697424978 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"122" 0.0228222020203248 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"123" 0.0929032533429563 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"124" 0.0880144019145519 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"125" 0.0680325419874862 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"126" 0.0683709389530122 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"127" 0.0293716690968722 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"128" 0.0245520369149745 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"129" 0.0814281658735126 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"130" 0.00478463897015899 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"131" 0.0533761664526537 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"132" 0.0860252063954249 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"133" 0.0497340179281309 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"134" 0.0323659524088725 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"135" 0.026538916118443 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"136" 0.0953738573938608 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"137" 0.022411621036008 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"138" 0.053606980573386 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"139" 0.0775705492356792 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"140" 0.0293173207202926 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"141" 0.0245625456795096 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"142" 0.0930997989838943 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"143" 0.0188852487597615 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"144" 0.0719622107688338 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"145" 0.00444777153898031 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"146" 0.0566602700855583 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"147" 0.0617374941706657 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"148" 0.0263071509310976 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"149" 0.0747502468060702 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"150" 0.0259161950787529 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"151" 0.0665566223673523 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"152" 0.0588811504654586 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"153" 0.0125173097942024 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"154" 0.0529297413071617 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"155" 0.0474035139661282 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"156" 0.0365708005614579 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"157" 0.0851174593903124 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"158" 0.0670577429467812 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"159" 0.0643171110656112 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"160" 0.0190197858493775 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"161" 0.0751297913491726 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"162" 0.0419368183473125 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"163" 0.0184238380752504 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"164" 0.0299224937567487 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"165" 0.0234062290517613 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"166" 0.00554242280777544 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"167" 0.0413688114378601 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"168" 0.00678720001596957 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"169" 0.0520821627927944 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"170" 0.0722141234204173 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"171" 0.0892703711055219 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"172" 0.0600241953274235 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"173" 0.0475737693952397 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"174" 0.0159949021413922 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"175" 0.0595643097069114 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"176" 0.0167134752729908 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"177" 0.0983980815857649 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"178" 0.0142754135653377 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"179" 0.0699629992712289 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"180" 0.0549961443059146 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"181" 0.0786773024359718 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"182" 0.0453061398584396 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"183" 0.0672935488633812 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"184" 0.0737558459164575 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"185" 0.0839466668199748 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"186" 0.0726224118843675 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"187" 0.03640763820149 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"188" 0.0696770952548832 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"189" 0.0217345682671294 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"190" 0.0419397772755474 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"191" 0.0185129086952657 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"192" 0.0162567992461845 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"193" 0.0323602723656222 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"194" 0.0600797754479572 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"195" 0.0601994418771938 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"196" 0.0733506469987333 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"197" 0.0292017967440188 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"198" 0.0143794828327373 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"199" 0.0429473742144182 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"200" 0.0339656932046637 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_A"
"201" 0 0 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"202" 0 0.0112487382022664 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"203" 0 0.0069630557205528 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"204" 0 0.0657327848020941 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"205" 0 0.0340245699277148 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"206" 0 0.0553420025855303 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"207" 0 0.0717267900938168 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"208" 0 0.0838272673776373 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"209" 0 0.0853188273264095 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"210" 0 0.0857616556342691 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"211" 0 0.00507662242744118 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"212" 0 0.0483580033062026 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"213" 0 0.0822560817934573 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"214" 0 0.0201898109167814 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"215" 0 0.00812871872913092 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"216" 0 0.0239286947529763 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"217" 0 0.0174973574234173 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"218" 0 0.0624702814035118 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"219" 0 0.0776685653952882 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"220" 0 0.0102012551389635 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"221" 0 0.015056944754906 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"222" 0 0.0797238340135664 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"223" 0 0.0543825373286381 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"224" 0 0.0111525241052732 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"225" 0 0.00652004694566131 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"226" 0 0.00417333247605711 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"227" 0 0.00787944982293993 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"228" 0 0.0216988903935999 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"229" 0 0.0563025511568412 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"230" 0 0.0357552480883896 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"231" 0 0.0908455161144957 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"232" 0 0.0775821020128206 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"233" 0 0.0907207780051976 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"234" 0 0.0856519096530974 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"235" 0 0.00114313329104334 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"236" 0 0.0221462417393923 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"237" 0 0.0629733513342217 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"238" 0 0.0573659745510668 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"239" 0 0.0385149968322367 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"240" 0 0.0176824273075908 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"241" 0 0.0382387495134026 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"242" 0 0.0783813380636275 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"243" 0 0.0986614546040073 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"244" 0 0.0446703116409481 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"245" 0 0.0488336776150391 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"246" 0 0.045659361849539 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"247" 0 0.0067082216963172 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"248" 0 0.0748231317149475 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"249" 0 0.0311627634800971 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"250" 0 0.000974094890989363 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"251" 0 0.0474541652249172 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"252" 0 0.097928125760518 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"253" 0 0.0152084284462035 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"254" 0 0.044483154034242 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"255" 0 0.0615495539736003 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"256" 0 0.0936994398245588 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"257" 0 0.0382855670992285 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"258" 0 0.0585389140760526 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"259" 0 0.0962094582850114 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"260" 0 0.0903627565130591 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"261" 0 0.0547866146080196 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"262" 0 0.0604778778273612 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"263" 0 0.0254952971357852 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"264" 0 0.0686486342456192 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"265" 0 0.00772803518921137 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"266" 0 0.0239727367414162 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"267" 0 0.056534387357533 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"268" 0 0.000627106125466526 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"269" 0 0.0388593157986179 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"270" 0 0.0240240389946848 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"271" 0 0.0397027343744412 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"272" 0 0.0543790091061965 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"273" 0 0.0791174119804054 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"274" 0 0.0641081254230812 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"275" 0 0.0609547281870619 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"276" 0 0.0510099347913638 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"277" 0 0.00954122268594802 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"278" 0 0.0919567479286343 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"279" 0 0.0476237185765058 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"280" 0 0.0498959310119972 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"281" 0 0.0863540433114395 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"282" 0 0.043841431918554 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"283" 0 0.0125021781772375 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"284" 0 0.0466076768236235 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"285" 0 0.0458688457263634 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"286" 0 0.0675669631920755 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"287" 0 0.000450606225058436 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"288" 0 0.00625406478065997 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"289" 0 0.00744229112751782 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"290" 0 0.0668988313293084 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"291" 0 0.0849185774568468 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"292" 0 0.0111483556218445 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"293" 0 0.0273489204002544 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"294" 0 0.00200299208518118 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"295" 0 0.0972535151056945 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"296" 0 0.0716643335996196 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"297" 0 0.0117827689973637 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"298" 0 0.0345758600626141 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"299" 0 0.0239993832074106 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"300" 0 0.0192973973462358 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"301" 0 0.0945887819165364 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"302" 0 0.0652586145093665 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"303" 0 0.0671197699382901 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"304" 0 0.0795903058722615 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"305" 0 0.0843249722849578 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"306" 0 0.0521699000615627 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"307" 0 0.0762201830511913 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
"308" 0 0.069932386954315 75 100 125 37.5 0.25 0.15 150 "bg_prop_B"
